invoiceDate,amount
2024-09-28,356204.73
2024-09-30,140320.9
2024-10-01,728425.11
2024-10-02,991029.48
2024-10-03,626862.04
2024-10-04,1180578.45
2024-10-05,405901.54
2024-10-07,324015.46
2024-10-08,1412148.56
2024-10-09,443841.25
2024-10-10,470881.22
2024-10-11,629143.47
2024-10-12,533268.55
2024-10-14,546281.93
2024-10-15,414905.22000000003
2024-10-16,493829.54
2024-10-17,555384.97
2024-10-18,708519.49
2024-10-19,1252876.02
2024-10-21,871880.8
2024-10-22,957497.04
2024-10-23,863768.59
2024-10-24,651892.32
2024-10-25,691018.42
2024-10-26,601160.28
2024-10-28,140888.89
2024-10-29,2311.5
2024-11-05,814907.44
2024-11-06,1369172.82
2024-11-07,550334.04
2024-11-08,954696.31
2024-11-09,439575.67
2024-11-11,442325.7
2024-11-12,1084248.17
2024-11-13,385025.08
2024-11-14,417777.14
2024-11-15,347595.94
2024-11-16,454342.46
2024-11-18,915262.84
2024-11-19,717957.4
2024-11-20,629916.84
2024-11-21,366661.87
2024-11-22,348300.39
2024-11-23,213984.29
2024-11-25,686607.08
2024-11-26,710751.1
2024-11-27,404152.27999999997
2024-11-28,231366.55
2024-11-29,550360.83
2024-11-30,116696.3
2024-12-02,1198818.7
2024-12-03,2405166.6
2024-12-04,1760337.68
2024-12-05,925760.7
2024-12-06,758401.5
2024-12-07,1384023.72
2024-12-09,803435.92
2024-12-10,702560.36
2024-12-11,1543970.3
2024-12-12,563132.76
2024-12-13,593489.96
2024-12-14,1017706.64
2024-12-16,1176150.3800000001
2024-12-17,581562.4
2024-12-18,803416.08
2024-12-19,1101698.58
2024-12-20,822397.35
2024-12-21,602724.85
2024-12-23,1286575.4
2024-12-24,1129765.21
2024-12-25,801202.92
2024-12-26,697394.72
2024-12-27,416271.44
2024-12-28,1097805.56
2024-12-30,1395025.65
2024-12-31,549.6
2025-01-01,756087.52
2025-01-02,455790.85
2025-01-03,367173.54
2025-01-04,629402.15
2025-01-06,334091.03
2025-01-07,615140.48
2025-01-08,731651.27
2025-01-09,955463.9
2025-01-10,488182.4
2025-01-11,360686.44
2025-01-13,426608.3
2025-01-15,313325.35
2025-01-16,738370.66
2025-01-17,452404.54
2025-01-18,581780.17
2025-01-20,684330.38
