InvoiceWeek,amount
2,1909.2
2,11571.0
2,1157.2
2,1145.7
2,8678.5
2,11572.0
2,62485.2
2,1977.0
2,5207.1
2,604.1
2,763.8
2,2416.4
2,8679.0
2,4512.6
2,1620.0
2,852.4
2,3819.0
2,678.9
2,5264.7
2,891.0
2,5503.2
2,2661.4
2,3439.5
2,509.1
2,6364.0
2,3294.8
2,11571.0
2,1482.6
2,4584.0
2,604.1
2,6864.5
2,4942.5
2,7810.5
2,1735.8
2,39540.0
2,694.3
2,509.2
2,3819.0
2,28065.24
2,411.85
2,1581.54
2,17356.5
2,4629.0
2,988.5
2,8100.0
2,2965.5
2,445.5
2,1208.2
2,7638.0
2,3857.0
2,1157.2
2,2965.2
2,5931.0
2,39540.0
2,4539.0
2,1157.2
2,5727.0
2,3471.3
2,7249.2
2,2430.0
2,823.7
2,13752.0
2,8331.6
2,13307.0
2,8679.0
2,31242.0
2,462.9
2,8948.0
2,604.1
2,1562.1
2,2025.0
2,2603.7
2,771.4
2,1215.0
2,4050.0
2,3394.5
2,7714.0
2,3624.3
2,2603.55
2,1607.0
2,433.95
2,3771.5
2,1215.0
2,1485.0
2,868.0
2,2661.4
2,1350.0
2,1018.2
2,6109.2
2,678.9
2,1647.4
2,4744.11
2,1388.7
2,0.0
2,3020.5
2,1375.8
2,6711.0
